,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,coded_geo,price
2834,5,1,0.05,1,157,0,0,1,0,0,0,1,0,137.85714285714286,75
2835,2,37,2.0,1,3,0,1,0,0,0,1,0,0,167.9090909090909,69
2836,8,23,0.38,1,297,0,1,0,0,0,1,0,0,100.8,165
2837,3,5,0.47,1,0,0,1,0,0,0,0,1,0,84.5,46
2838,30,5,1.76,5,193,0,0,1,0,0,1,0,0,75.75,180
2839,1,0,0.0,1,177,0,0,0,1,0,0,1,0,141.07947981342477,100
2840,3,2,2.0,1,242,0,0,1,0,0,1,0,0,224.7,305
2841,2,20,0.41,1,19,0,1,0,0,0,0,1,0,142.53846153846155,55
2842,14,3,2.43,1,31,0,0,1,0,0,0,1,0,198.25,100
2843,2,0,0.0,2,0,0,1,0,0,0,0,1,0,102.125,75
2844,30,3,0.12,87,364,0,0,1,0,0,1,0,0,247.8,229
2845,3,0,0.0,1,12,0,1,0,0,0,1,0,0,181.71428571428572,150
2846,3,0,0.0,1,0,0,1,0,0,0,0,1,0,105.8,100
2847,1,12,1.69,1,161,0,0,0,1,0,1,0,0,255.0,100
2848,1,10,4.35,3,0,0,0,1,0,0,0,1,0,142.33333333333334,123
2849,3,104,1.79,1,288,0,0,1,0,0,0,1,0,183.4,105
2850,1,81,5.73,1,171,0,0,1,0,0,1,0,0,201.0,75
2851,17,14,0.14,4,362,0,1,0,0,0,0,1,0,87.66666666666667,60
2852,1,1,0.02,1,0,0,1,0,0,0,1,0,0,240.0,120
2853,2,29,5.15,3,116,0,0,0,1,0,1,0,0,41.5,179
2854,1,0,0.0,26,365,0,1,0,0,0,0,1,0,80.4,50
2855,1,0,0.0,14,245,0,0,1,0,0,0,1,0,146.2,400
2856,3,0,0.0,1,0,0,1,0,0,0,0,1,0,163.25,80
2857,14,0,0.0,1,0,0,1,0,0,0,0,1,0,136.25,50
2858,2,5,0.1,3,0,0,1,0,0,0,0,1,0,141.07947981342477,85
2859,1,14,3.5,1,7,0,0,1,0,0,0,1,0,141.07947981342477,95
2860,5,0,0.0,1,0,0,0,1,0,0,0,1,0,73.35714285714286,125
2861,3,14,3.31,1,16,0,0,1,0,0,1,0,0,195.72222222222223,112
2862,30,0,0.0,33,217,0,0,1,0,0,1,0,0,164.5,206
2863,3,73,0.84,1,284,0,0,1,0,0,1,0,0,271.0,250
2864,1,0,0.0,1,0,0,0,1,0,0,1,0,0,141.07947981342477,575
2865,3,0,0.0,1,73,0,1,0,0,0,1,0,0,66.0,150
2866,2,0,0.0,1,350,0,1,0,0,0,0,1,0,112.71428571428571,250
2867,30,3,0.08,6,188,0,0,1,0,0,1,0,0,108.0,171
2868,1,93,3.5,2,297,0,0,1,0,0,0,1,0,162.52941176470588,40
2869,2,5,0.43,7,312,0,0,0,0,1,1,0,0,126.25,100
2870,1,50,7.69,2,78,0,0,0,1,0,1,0,0,162.8125,65
2871,1,152,7.9,6,339,0,0,1,0,0,1,0,0,140.1,215
2872,3,12,0.55,1,47,0,1,0,0,0,1,0,0,141.07947981342477,225
2873,2,4,0.11,1,0,0,0,1,0,0,1,0,0,68.33333333333333,199
2874,1,0,0.0,1,87,1,0,0,0,0,0,1,0,155.16666666666666,70
2875,2,22,4.71,1,289,0,1,0,0,0,1,0,0,86.66666666666667,160
2876,3,10,1.06,1,89,0,0,0,1,0,0,1,0,138.6,65
2877,3,3,0.38,1,5,0,0,1,0,0,0,1,0,114.75,160
2878,2,6,0.09,1,0,0,1,0,0,0,1,0,0,79.71428571428571,145
2879,2,1,0.14,3,0,0,0,1,0,0,0,1,0,135.0,85
2880,1,0,0.0,1,0,0,0,0,1,0,1,0,0,150.1818181818182,215
2881,3,0,0.0,2,65,0,1,0,0,0,0,1,0,141.07947981342477,69
2882,1,20,6.32,4,156,0,0,0,1,0,0,1,0,181.27272727272728,57
2883,1,0,0.0,1,0,0,0,1,0,0,0,1,0,148.125,75
2884,3,1,0.05,1,0,0,1,0,0,0,0,1,0,143.5,35
2885,3,3,0.08,1,0,0,0,1,0,0,1,0,0,141.07947981342477,172
2886,2,3,0.81,1,274,0,0,1,0,0,1,0,0,60.0,153
2887,2,18,1.79,1,0,0,0,1,0,0,1,0,0,72.75,100
2888,3,232,3.62,1,89,0,1,0,0,0,1,0,0,117.61111111111111,108
2889,2,0,0.0,1,0,0,1,0,0,0,1,0,0,141.07947981342477,110
2890,1,0,0.0,10,311,0,0,1,0,0,0,1,0,136.0,297
2891,1,10,3.53,12,270,0,0,1,0,0,0,1,0,166.0,110
2892,2,0,0.0,1,0,0,0,1,0,0,0,1,0,199.78947368421052,100
2893,5,2,0.39,1,343,0,0,1,0,0,1,0,0,119.13636363636364,799
2894,7,22,0.98,3,68,0,1,0,0,0,0,1,0,136.05263157894737,60
2895,30,0,0.0,232,194,0,0,1,0,0,1,0,0,197.8,274
2896,1,13,4.06,1,36,0,0,0,1,0,0,1,0,118.48,65
2897,2,1,0.15,1,0,0,0,1,0,0,0,1,0,225.0,83
2898,4,8,0.64,1,164,0,0,1,0,0,1,0,0,142.66666666666666,975
2899,30,7,0.19,1,137,0,0,0,1,0,0,1,0,64.6,38
2900,14,20,0.61,4,2,0,0,0,1,0,0,1,0,82.53333333333333,55
2901,7,3,0.05,1,0,0,0,1,0,0,1,0,0,159.6153846153846,160
2902,7,0,0.0,1,0,0,1,0,0,0,1,0,0,191.125,250
2903,5,4,0.85,1,4,0,0,1,0,0,1,0,0,229.77777777777777,180
2904,3,40,2.11,2,78,0,0,1,0,0,0,1,0,77.33333333333333,60
2905,4,48,2.58,1,61,0,0,1,0,0,1,0,0,141.07947981342477,180
2906,3,1,1.0,3,52,0,0,0,1,0,1,0,0,104.22222222222223,85
2907,2,5,0.2,1,0,0,0,1,0,0,1,0,0,208.33333333333334,180
2908,1,75,4.38,1,317,0,0,0,1,0,1,0,0,85.85714285714286,150
2909,3,24,0.3,1,0,0,0,1,0,0,1,0,0,256.14285714285717,199
2910,3,2,2.0,1,11,0,0,1,0,0,1,0,0,335.5,151
2911,30,0,0.0,121,352,0,0,1,0,0,1,0,0,116.0,239
2912,1,0,0.0,26,249,0,1,0,0,0,0,1,0,95.28571428571429,45
2913,30,0,0.0,23,327,0,0,1,0,0,1,0,0,174.08333333333334,350
2914,14,0,0.0,1,0,0,1,0,0,0,0,1,0,50.57142857142857,26
2915,2,172,4.01,2,155,0,1,0,0,0,1,0,0,154.0,125
2916,30,1,0.12,96,281,0,0,1,0,0,1,0,0,113.71428571428571,230
2917,6,2,0.08,1,0,0,0,1,0,0,0,1,0,131.33333333333334,95
2918,1,2,0.22,1,0,0,0,1,0,0,0,1,0,115.0,50
2919,1,351,6.09,4,0,0,1,0,0,0,0,1,0,141.44444444444446,53
2920,7,0,0.0,1,29,0,0,1,0,0,1,0,0,166.75,150
2921,4,32,0.56,1,0,0,1,0,0,0,0,1,0,104.53846153846153,100
2922,5,14,0.67,1,16,0,0,1,0,0,1,0,0,188.42857142857142,150
2923,1,0,0.0,1,0,0,1,0,0,0,0,1,0,129.66666666666666,105
2924,2,39,4.18,1,26,0,1,0,0,0,1,0,0,141.07947981342477,95
2925,4,0,0.0,1,0,0,0,1,0,0,1,0,0,62.5,280
2926,1,0,0.0,1,364,0,1,0,0,0,0,1,0,156.6,150
2927,1,130,3.48,2,258,0,1,0,0,0,1,0,0,123.27272727272727,79
2928,1,0,0.0,1,0,0,1,0,0,0,1,0,0,141.07947981342477,110
2929,5,0,0.0,1,12,0,0,1,0,0,0,1,0,178.22222222222223,99
2930,2,16,1.07,2,185,0,1,0,0,0,0,1,0,199.33333333333334,69
2931,7,10,0.87,1,125,0,1,0,0,0,1,0,0,138.2,185
2932,1,54,3.07,1,0,0,1,0,0,0,0,1,0,74.0,60
2933,1,40,2.37,1,73,0,0,1,0,0,1,0,0,120.8,189
2934,3,8,0.13,1,9,0,1,0,0,0,1,0,0,493.3333333333333,120
2935,2,0,0.0,1,365,0,1,0,0,0,0,1,0,194.08,70
2936,2,66,2.24,4,6,0,0,1,0,0,0,1,0,179.0,59
2937,7,1,0.67,2,122,0,0,0,1,0,1,0,0,229.44444444444446,180
2938,7,1,0.02,1,0,0,0,1,0,0,1,0,0,127.14285714285714,70
2939,2,33,0.86,2,76,0,1,0,0,0,1,0,0,141.07947981342477,300
2940,1,0,0.0,1,0,0,1,0,0,0,0,1,0,250.0,100
2941,1,126,1.77,15,343,0,1,0,0,0,0,1,0,200.33333333333334,55
2942,1,29,1.72,1,123,0,1,0,0,0,1,0,0,141.07947981342477,475
2943,4,2,0.16,2,0,0,1,0,0,0,1,0,0,88.33333333333333,149
2944,1,112,1.01,3,251,0,1,0,0,0,0,1,0,157.16,80
2945,4,2,0.04,1,0,0,1,0,0,0,0,1,0,130.0,75
2946,4,59,1.56,1,83,0,0,1,0,0,0,1,0,205.16,72
2947,30,0,0.0,1,0,0,1,0,0,0,0,1,0,141.07947981342477,45
2948,4,6,0.37,1,0,0,1,0,0,0,1,0,0,141.07947981342477,120
2949,1,0,0.0,1,0,0,1,0,0,0,1,0,0,128.33333333333334,600
2950,1,0,0.0,1,0,0,0,1,0,0,0,1,0,69.5,55
2951,7,0,0.0,6,321,0,1,0,0,0,0,0,1,94.5,25
2952,2,3,0.46,1,0,0,0,1,0,0,1,0,0,120.0,145
2953,2,117,4.94,1,235,0,0,1,0,0,1,0,0,152.0,179
2954,2,2,2.0,1,15,0,1,0,0,0,1,0,0,127.57142857142857,200
2955,7,0,0.0,1,219,0,0,1,0,0,1,0,0,82.42857142857143,350
2956,2,99,3.15,1,56,0,0,0,1,0,1,0,0,192.95652173913044,85
2957,28,12,0.31,1,256,0,1,0,0,0,1,0,0,157.35,128
2958,3,1,1.0,1,348,0,1,0,0,0,0,1,0,141.07947981342477,65
2959,4,35,3.51,1,69,0,1,0,0,0,1,0,0,129.33333333333334,175
2960,4,2,1.87,1,191,0,0,1,0,0,1,0,0,71.0,350
2961,1,2,0.06,1,0,0,0,1,0,0,0,1,0,54.0,70
2962,1,18,1.65,2,308,0,1,0,0,0,0,1,0,150.5,60
2963,5,0,0.0,1,0,0,1,0,0,0,1,0,0,186.71428571428572,154
2964,2,3,0.09,1,88,0,0,1,0,0,1,0,0,110.22222222222223,225
2965,1,65,10.05,5,85,0,0,0,1,0,0,1,0,134.78947368421052,35
2966,2,9,5.4,1,330,0,1,0,0,0,1,0,0,149.63636363636363,180
2967,7,2,0.14,1,335,0,0,1,0,0,0,1,0,215.0,95
2968,1,0,0.0,1,0,0,0,1,0,0,1,0,0,141.07947981342477,170
2969,3,5,0.74,1,0,0,0,1,0,0,1,0,0,289.8,165
2970,3,27,0.55,1,193,0,1,0,0,0,1,0,0,141.07947981342477,160
2971,2,1,0.03,4,189,0,1,0,0,0,0,1,0,141.07947981342477,200
2972,3,86,0.8,1,246,0,0,1,0,0,1,0,0,141.07947981342477,170
2973,4,0,0.0,1,5,0,1,0,0,0,1,0,0,116.4375,150
2974,2,15,6.92,1,69,0,0,0,1,0,1,0,0,226.15384615384616,150
2975,30,2,0.15,10,161,0,0,1,0,0,1,0,0,146.0,175
2976,3,55,2.52,1,66,0,0,1,0,0,0,1,0,231.5,90
2977,5,0,0.0,1,0,0,1,0,0,0,1,0,0,55.0,425
2978,3,9,2.13,1,191,0,0,1,0,0,1,0,0,160.0,125
2979,30,0,0.0,1,280,0,0,1,0,0,1,0,0,216.25,225
2980,7,8,0.08,1,0,0,1,0,0,0,1,0,0,68.4,145
2981,1,2,2.0,3,90,0,0,0,1,0,0,1,0,152.125,75
2982,3,26,0.36,2,18,0,0,1,0,0,0,1,0,170.0,109
2983,10,0,0.0,3,89,0,0,0,0,1,0,1,0,141.07947981342477,43
2984,3,29,1.3,7,356,0,0,0,0,1,0,1,0,136.66666666666666,33
2985,5,14,0.26,1,0,0,1,0,0,0,1,0,0,150.66666666666666,85
2986,3,22,0.56,1,360,0,1,0,0,0,0,1,0,62.5,39
2987,1,34,1.01,3,343,0,1,0,0,0,0,0,1,53.5,35
2988,1,5,5.0,1,350,0,0,0,1,0,1,0,0,141.07947981342477,130
2989,1,309,6.61,1,254,0,0,1,0,0,0,1,0,110.6,99
2990,30,0,0.0,4,362,0,0,1,0,0,1,0,0,108.9,169
2991,2,3,0.08,1,260,0,0,1,0,0,1,0,0,141.07947981342477,450
2992,3,16,0.26,1,0,0,0,1,0,0,0,1,0,141.07947981342477,100
2993,2,1,0.03,1,0,0,0,1,0,0,0,1,0,39.666666666666664,50
2994,2,33,1.55,5,0,0,1,0,0,0,0,1,0,127.8,49
2995,2,144,5.11,1,73,0,0,1,0,0,0,1,0,249.42857142857142,97
2996,1,14,3.59,1,271,0,1,0,0,0,1,0,0,72.0,135
2997,1,2,0.04,1,0,0,0,1,0,0,1,0,0,86.25,180
2998,3,3,0.29,1,105,0,1,0,0,0,1,0,0,76.625,80
2999,7,3,0.16,1,0,0,0,1,0,0,1,0,0,203.75,189
3000,6,0,0.0,1,0,0,1,0,0,0,0,1,0,141.07947981342477,70
3001,4,24,2.44,1,4,0,1,0,0,0,0,1,0,63.333333333333336,45
3002,3,4,0.24,1,0,0,1,0,0,0,1,0,0,219.66666666666666,80
3003,3,4,0.09,1,0,0,0,1,0,0,1,0,0,60.666666666666664,250
3004,30,3,0.09,1,137,0,0,1,0,0,1,0,0,192.07692307692307,650
3005,1,59,3.99,2,162,0,0,0,1,0,0,1,0,141.07947981342477,75
3006,2,1,0.07,1,0,0,0,1,0,0,1,0,0,62.111111111111114,600
3007,30,12,0.63,7,0,0,1,0,0,0,1,0,0,84.27272727272727,150
3008,1,3,0.45,1,0,0,0,1,0,0,1,0,0,67.75,109
3009,2,1,0.02,1,0,0,1,0,0,0,1,0,0,120.16666666666667,70
3010,5,2,0.14,9,89,0,1,0,0,0,0,1,0,76.8,80
3011,4,6,0.16,1,0,0,0,1,0,0,1,0,0,61.2,246
3012,30,0,0.0,6,38,0,1,0,0,0,0,1,0,173.75,36
3013,2,1,1.0,1,68,0,1,0,0,0,1,0,0,240.66666666666666,199
3014,1,3,0.06,1,0,0,1,0,0,0,1,0,0,103.33333333333333,210
3015,4,0,0.0,1,0,0,0,1,0,0,1,0,0,239.7,100
3016,3,29,0.93,2,0,0,0,0,1,0,1,0,0,80.5,54
3017,3,2,0.32,1,0,0,0,1,0,0,0,1,0,209.31578947368422,120
3018,30,37,0.41,1,153,0,0,1,0,0,1,0,0,114.66666666666667,139
3019,7,34,1.47,1,36,0,1,0,0,0,0,1,0,55.25,45
3020,1,0,0.0,1,0,0,0,1,0,0,1,0,0,68.0,215
3021,1,12,1.04,2,357,0,0,1,0,0,0,1,0,174.89473684210526,80
3022,7,0,0.0,1,0,0,0,1,0,0,1,0,0,141.07947981342477,259
3023,1,12,3.64,1,9,0,1,0,0,0,0,1,0,112.4,60
3024,7,1,0.94,1,87,0,0,0,1,0,1,0,0,116.0,80
3025,4,27,0.58,1,0,0,0,1,0,0,1,0,0,104.0,245
3026,2,4,0.11,1,0,0,1,0,0,0,0,1,0,137.16666666666666,55
3027,2,2,2.0,1,177,0,0,1,0,0,1,0,0,76.6,249
3028,30,0,0.0,1,330,0,0,1,0,0,1,0,0,115.0,260
3029,2,2,1.58,1,315,0,0,0,1,0,0,1,0,118.0,70
3030,2,76,2.4,6,120,0,1,0,0,0,0,0,1,62.75,19
3031,2,5,5.0,1,327,0,1,0,0,0,1,0,0,192.07692307692307,264
3032,2,20,0.48,1,0,0,0,1,0,0,1,0,0,128.25,200
3033,4,2,0.18,2,0,0,1,0,0,0,0,1,0,193.7,50
3034,15,0,0.0,1,0,0,0,1,0,0,0,1,0,150.1,35
3035,2,10,2.59,327,292,0,0,1,0,0,1,0,0,183.0,250
3036,2,3,0.11,3,342,0,0,1,0,0,0,1,0,141.07947981342477,86
3037,5,4,0.11,1,0,0,0,1,0,0,1,0,0,182.30769230769232,250
3038,2,3,0.13,1,0,0,0,1,0,0,0,1,0,141.07947981342477,42
3039,1,13,0.39,8,311,0,1,0,0,0,0,1,0,178.8,75
3040,2,2,0.25,1,0,0,0,1,0,0,0,1,0,141.07947981342477,300
3041,31,0,0.0,2,333,0,0,1,0,0,1,0,0,69.25,130
3042,2,75,2.56,1,275,0,1,0,0,0,0,1,0,65.2,75
3043,30,0,0.0,1,348,0,0,1,0,0,1,0,0,180.5,300
3044,3,0,0.0,1,0,0,1,0,0,0,1,0,0,189.92857142857142,100
3045,3,71,2.67,1,20,0,1,0,0,0,1,0,0,175.07692307692307,175
3046,2,4,0.47,1,0,0,1,0,0,0,1,0,0,179.5,119
3047,2,15,0.76,1,0,0,0,1,0,0,0,1,0,185.4090909090909,55
3048,3,0,0.0,1,21,0,0,1,0,0,0,1,0,150.66666666666666,75
3049,30,18,0.29,2,135,0,0,1,0,0,1,0,0,78.66666666666667,150
3050,1,0,0.0,13,353,0,0,1,0,0,0,1,0,153.16666666666666,100
3051,1,6,0.24,2,359,0,0,0,1,0,0,1,0,111.4,49
3052,6,29,1.53,2,32,0,1,0,0,0,0,1,0,124.22222222222223,33
3053,5,1,0.02,1,0,0,1,0,0,0,1,0,0,137.45454545454547,78
3054,1,10,0.32,1,0,0,1,0,0,0,0,1,0,120.0,63
3055,1,0,0.0,1,0,0,1,0,0,0,0,1,0,200.41935483870967,50
3056,2,1,1.0,1,1,0,1,0,0,0,0,1,0,175.0,40
3057,30,5,0.09,21,328,0,1,0,0,0,1,0,0,223.5,172
3058,5,4,0.54,2,1,0,0,1,0,0,1,0,0,46.75,225
3059,3,4,0.09,1,0,0,1,0,0,0,1,0,0,130.0,95
3060,5,47,1.77,1,131,0,0,1,0,0,0,1,0,225.0,79
3061,3,124,3.45,1,199,0,1,0,0,0,0,1,0,59.6,65
3062,1,0,0.0,1,0,0,0,1,0,0,1,0,0,141.07947981342477,100
3063,4,34,2.24,2,20,0,0,1,0,0,0,1,0,130.0,80
3064,2,7,0.96,1,36,0,1,0,0,0,0,1,0,86.75,55
3065,11,30,0.32,1,249,0,0,1,0,0,1,0,0,48.25,195
3066,3,0,0.0,1,7,0,1,0,0,0,0,1,0,136.57142857142858,75
3067,2,1,1.0,2,5,0,1,0,0,0,1,0,0,148.16666666666666,200
3068,1,3,1.64,1,293,0,0,1,0,0,0,1,0,78.42857142857143,59
3069,30,0,0.0,121,352,0,0,1,0,0,1,0,0,213.14285714285714,239
3070,1,12,1.11,1,0,0,0,1,0,0,0,1,0,76.5,120
3071,28,22,0.52,2,261,0,0,1,0,0,0,1,0,305.4117647058824,129
3072,1,1,0.02,1,0,0,0,1,0,0,0,1,0,136.16666666666666,90
3073,7,103,2.79,1,11,0,0,1,0,0,0,1,0,182.45454545454547,65
3074,4,0,0.0,2,0,0,1,0,0,0,0,1,0,193.0,100
3075,1,48,0.68,1,89,0,1,0,0,0,1,0,0,82.3,600
3076,1,110,1.96,1,323,0,1,0,0,0,0,1,0,111.2,70
3077,3,25,2.62,1,30,0,1,0,0,0,1,0,0,176.6,400
3078,2,3,2.05,1,13,0,0,1,0,0,1,0,0,182.11111111111111,200
3079,21,0,0.0,1,0,0,0,0,1,0,1,0,0,148.85714285714286,110
3080,30,18,0.45,12,173,0,0,1,0,0,1,0,0,55.75,225
3081,2,13,4.87,6,164,0,1,0,0,0,0,1,0,99.0,81
3082,3,2,0.03,1,0,0,1,0,0,0,1,0,0,135.2,160
3083,5,4,0.07,1,0,0,0,1,0,0,1,0,0,84.88888888888889,350
3084,1,3,1.25,1,34,0,0,1,0,0,1,0,0,136.2,235
3085,1,12,0.34,1,0,0,1,0,0,0,0,0,1,167.84615384615384,39
3086,1,3,0.06,1,0,0,0,1,0,0,0,1,0,107.9,70
3087,7,1,0.05,1,0,0,1,0,0,0,0,1,0,141.07947981342477,65
3088,1,0,0.0,20,365,0,0,1,0,0,0,1,0,168.9,199
3089,1,8,7.27,1,141,0,1,0,0,0,1,0,0,56.25,225
3090,2,10,0.21,1,0,0,1,0,0,0,1,0,0,170.83333333333334,85
3091,12,0,0.0,1,0,0,0,1,0,0,1,0,0,84.66666666666667,98
3092,6,0,0.0,2,0,0,1,0,0,0,1,0,0,168.2,225
3093,1,12,0.35,3,338,0,0,1,0,0,0,1,0,141.07947981342477,120
3094,3,16,0.33,1,0,0,1,0,0,0,1,0,0,121.5,150
3095,1,7,2.66,3,310,0,0,0,0,1,0,1,0,268.125,37
3096,30,1,0.15,6,365,0,1,0,0,0,0,1,0,158.83333333333334,50
3097,3,12,3.53,1,85,0,0,1,0,0,0,1,0,101.66666666666667,129
3098,4,8,0.4,1,179,0,0,0,0,1,1,0,0,108.9090909090909,90
3099,29,3,0.11,1,301,0,0,1,0,0,1,0,0,63.0,100
3100,5,19,0.39,1,1,0,1,0,0,0,1,0,0,188.33333333333334,120
3101,4,11,0.29,1,0,0,0,1,0,0,1,0,0,249.6,250
3102,3,1,0.03,1,0,0,0,1,0,0,1,0,0,178.26666666666668,175
3103,4,34,1.38,1,8,0,0,0,1,0,0,1,0,93.5,74
3104,21,0,0.0,1,0,0,1,0,0,0,1,0,0,126.28571428571429,50
3105,2,2,0.04,2,0,0,0,1,0,0,0,0,1,141.07947981342477,45
3106,7,1,0.37,1,0,0,1,0,0,0,0,1,0,137.85714285714286,50
3107,2,40,1.92,1,9,0,0,1,0,0,0,1,0,132.0,90
3108,30,0,0.0,8,365,0,1,0,0,0,0,0,1,141.07947981342477,40
3109,30,0,0.0,96,311,0,0,1,0,0,1,0,0,150.0,140
3110,2,57,5.52,3,81,0,1,0,0,0,0,1,0,141.0,43
3111,5,0,0.0,1,0,0,1,0,0,0,0,1,0,79.75,79
3112,1,2,0.13,1,0,0,1,0,0,0,0,1,0,98.0,30
3113,10,3,0.57,2,17,0,1,0,0,0,0,1,0,88.41666666666667,20
3114,5,1,0.1,1,364,0,0,1,0,0,1,0,0,75.75,799
3115,3,26,1.11,3,351,0,0,0,0,1,0,1,0,66.0,59
3116,5,0,0.0,2,0,0,1,0,0,0,0,1,0,141.07947981342477,40
3117,7,0,0.0,1,88,0,0,1,0,0,0,1,0,211.73684210526315,165
3118,1,5,4.29,6,365,0,0,0,1,0,0,1,0,148.05882352941177,70
3119,3,1,0.08,1,0,1,0,0,0,0,1,0,0,125.33333333333333,85
3120,29,0,0.0,327,336,0,0,1,0,0,1,0,0,124.0,177
3121,8,7,0.96,1,66,0,1,0,0,0,0,1,0,78.75,40
3122,30,6,1.13,1,154,0,0,1,0,0,1,0,0,84.33333333333333,345
3123,3,0,0.0,1,0,0,0,1,0,0,1,0,0,324.3333333333333,170
3124,1,3,0.76,1,363,0,0,1,0,0,1,0,0,48.714285714285715,300
3125,2,53,1.19,1,0,0,0,1,0,0,1,0,0,148.0,170
3126,4,12,0.31,1,0,0,0,1,0,0,1,0,0,76.5,170
3127,30,0,0.0,1,0,0,1,0,0,0,1,0,0,86.5,200
3128,5,5,0.35,3,31,0,1,0,0,0,1,0,0,54.6,300
3129,1,1,0.11,1,88,0,1,0,0,0,1,0,0,199.74193548387098,260
3130,2,16,0.58,1,0,0,1,0,0,0,0,1,0,141.07947981342477,45
3131,1,14,0.3,1,363,0,0,1,0,0,0,0,1,214.75,42
3132,1,102,3.43,2,81,0,0,1,0,0,0,1,0,212.75,98
3133,3,6,3.6,1,155,0,0,0,1,0,1,0,0,112.25,299
3134,2,1,0.05,1,0,0,1,0,0,0,1,0,0,226.625,65
3135,2,206,2.4,1,236,0,1,0,0,0,1,0,0,105.71428571428571,90
3136,2,5,1.43,327,268,0,0,1,0,0,1,0,0,141.07947981342477,214
3137,2,5,0.45,1,0,0,1,0,0,0,1,0,0,138.8,175
3138,2,7,1.28,1,29,0,1,0,0,0,1,0,0,200.41176470588235,70
3139,3,16,1.82,1,74,0,1,0,0,0,0,1,0,87.625,65
3140,2,136,1.37,1,296,0,0,1,0,0,0,1,0,227.53846153846155,67
3141,15,0,0.0,1,89,1,0,0,0,0,1,0,0,95.77777777777777,90
3142,1,30,1.37,1,0,0,0,0,1,0,0,1,0,141.07947981342477,45
3143,2,11,0.93,1,6,0,1,0,0,0,1,0,0,198.66666666666666,120
3144,2,0,0.0,1,32,0,1,0,0,0,1,0,0,137.85714285714286,150
3145,1,40,1.83,4,342,0,0,0,1,0,0,1,0,239.0,55
3146,2,116,4.0,1,191,0,0,0,0,1,1,0,0,121.66666666666667,120
3147,3,36,3.17,2,28,0,0,1,0,0,1,0,0,62.2,191
3148,2,0,0.0,2,0,0,1,0,0,0,0,1,0,103.33333333333333,97
3149,2,3,0.12,1,0,0,0,0,1,0,1,0,0,128.8,137
3150,3,15,0.42,2,365,0,1,0,0,0,1,0,0,206.33333333333334,80
3151,2,13,0.23,1,3,0,0,1,0,0,1,0,0,145.0,220
3152,3,0,0.0,1,0,0,0,1,0,0,1,0,0,156.28571428571428,235
3153,1,77,3.64,1,101,0,0,1,0,0,0,1,0,188.0,99
3154,2,9,0.43,1,71,0,1,0,0,0,0,1,0,214.76470588235293,40
3155,2,58,1.02,1,9,0,0,1,0,0,1,0,0,114.14285714285714,100
3156,7,7,0.3,1,50,0,1,0,0,0,1,0,0,159.8,210
3157,1,8,0.16,1,0,0,0,1,0,0,1,0,0,65.2,115
3158,3,0,0.0,1,8,0,1,0,0,0,1,0,0,140.125,115
3159,1,33,5.24,1,19,0,1,0,0,0,0,1,0,168.75,51
3160,2,67,1.64,1,39,0,0,1,0,0,1,0,0,117.0,199
3161,2,5,0.25,5,344,0,0,0,1,0,0,1,0,103.6,50
3162,3,72,2.55,4,140,0,1,0,0,0,1,0,0,186.5909090909091,109
3163,60,1,0.09,1,358,0,1,0,0,0,1,0,0,141.07947981342477,75
3164,2,7,0.92,1,6,0,1,0,0,0,1,0,0,146.0,64
3165,2,42,2.33,1,35,0,1,0,0,0,1,0,0,141.07947981342477,59
3166,30,1,0.45,2,344,0,1,0,0,0,0,1,0,141.07947981342477,40
3167,28,14,0.5,2,0,0,1,0,0,0,0,1,0,272.0,85
3168,1,2,0.05,3,0,0,0,1,0,0,0,1,0,85.0,99
3169,5,50,1.27,1,145,0,0,0,1,0,0,1,0,282.8181818181818,45
3170,2,6,4.09,1,152,0,1,0,0,0,1,0,0,75.77777777777777,120
3171,1,13,4.15,1,132,0,0,1,0,0,0,1,0,141.07947981342477,125
3172,7,0,0.0,1,24,0,1,0,0,0,0,1,0,159.0,60
3173,3,16,2.35,1,271,0,1,0,0,0,1,0,0,158.71428571428572,250
3174,3,16,0.59,1,6,0,1,0,0,0,1,0,0,99.66666666666667,69
3175,7,0,0.0,1,0,0,0,1,0,0,1,0,0,156.32258064516128,175
3176,2,0,0.0,1,0,0,0,1,0,0,0,0,1,103.25,65
3177,3,1,0.09,1,93,0,0,1,0,0,1,0,0,140.71428571428572,320
3178,2,0,0.0,1,6,0,1,0,0,0,0,1,0,99.0,65
3179,5,0,0.0,1,0,0,0,1,0,0,0,1,0,99.625,99
3180,2,4,0.15,1,318,0,1,0,0,0,1,0,0,141.07947981342477,200
3181,2,89,1.82,1,300,0,0,0,1,0,1,0,0,217.625,250
3182,1,0,0.0,1,0,0,1,0,0,0,0,1,0,101.5,100
3183,5,15,0.61,1,0,0,0,1,0,0,1,0,0,112.11111111111111,120
3184,4,107,2.73,1,203,0,0,1,0,0,1,0,0,193.0,200
3185,3,90,3.09,2,186,0,0,1,0,0,1,0,0,141.93333333333334,196
3186,3,225,3.49,2,250,0,1,0,0,0,1,0,0,36.5,80
3187,2,70,1.6,2,253,0,1,0,0,0,0,1,0,138.66666666666666,79
3188,1,0,0.0,1,0,0,0,1,0,0,1,0,0,196.75,1000
